nome,nome_pesquisa,nome_social,nome_social_pesquisa,nascimento,cpf,rg,data_emissao,orgao_emissor,uf_emissao,filiacao,escolaridade,email,telefone,celular,cep,rua,numero,complemento,bairro,cidade,uf,pcd,ps,ja_sorteado,id_turma
Ana Carolina Lima,ANA CAROLINA LIMA,,,1958-10-12,97362758928,866455922,1995-05-06,DETRAN,PR,Oliver Montenegro,3,moreiralorenzo@example.com,+55 (041) 2177-9240,+55 (73) 9 8179 1241,18453123,Rodovia Fernandes,21,,Maria Tereza,Cunha de Silveira,PR,True,False,False,57
Nina Rezende,NINA REZENDE,,,1954-05-26,92098426429,750928050,1994-09-26,OAB,MG,João Felipe Cavalcanti,2,pietra20@example.com,+55 84 5503-8772,+55 36 98676 1581,01449-229,Ladeira Pereira,3,,Copacabana,Monteiro da Praia,MG,True,False,False,57
Apollo Monteiro,APOLLO MONTEIRO,,,1997-02-01,00942626400,840307650,1997-06-03,IFP,MG,Gael Pacheco,3,maria-luiza77@example.org,(071) 7562-7188,+55 06 9 7833-3039,93605-053,Via de Sá,79,,Alta Tensão 2ª Seção,Campos de Leão,SP,False,False,False,57
Melina Melo,MELINA MELO,,,2010-06-16,27449481952,,,,,Lucas Aragão,7,cassianoluiz-gustavo@example.net,+55 (071) 8589-7310,+55 (23) 90172 4427,26257-775,Viela José Pedro da Paz,9,,Camargos,Pereira,SP,False,False,False,57
Larissa Fogaça,LARISSA FOGAÇA,,,1973-08-15,66061954700,602388899,2004-05-08,SSP,RJ,Pietra Cavalcanti,5,lrios@example.org,0800-101-4001,+55 27 9 0762-3152,16830749,Estrada de da Paz,8,,Nossa Senhora Aparecida,Peixoto de Goiás,SP,False,False,False,57
Davi Luiz Macedo,DAVI LUIZ MACEDO,Eloá da Rocha,ELOÁ DA ROCHA,1978-12-17,94110294347,,,,,Noah Caldeira,5,matheusda-conceicao@example.net,+55 (041) 6955 9869,+55 82 9 6163-9557,13849702,Viela de Leão,776,,Garças,Aragão de Moraes,RS,False,False,False,58
Erick da Mata,ERICK DA MATA,,,1962-11-27,50787659649,598761661,2006-04-25,DETRAN,PR,Antônio Nogueira,5,cauecavalcante@example.net,+55 (051) 8365 1270,+55 (13) 9 1467 5770,70964-198,Recanto Pastor,64,,Granja De Freitas,Pires da Prata,MG,False,False,False,58
Heitor Macedo,HEITOR MACEDO,,,2000-04-12,31054232300,303868966,2006-01-27,SSP,PR,Maria Helena Brito,2,pietra80@example.net,+55 61 0746-9472,+55 (08) 98640 5362,33074-853,Trecho de Sales,841,,Nova Vista,Sousa,SP,False,False,False,58
Raul Vasconcelos,RAUL VASCONCELOS,,,1983-02-04,31075456606,559929694,1999-03-28,OAB,RJ,Sra. Sabrina da Conceição,5,gael91@example.org,+55 41 9638 8094,+55 (90) 95803 0852,78685-515,Avenida de Freitas,68,,Santa Inês,Silva das Flores,MG,False,True,False,58
Sarah Garcia,SARAH GARCIA,,,1945-09-08,63292782376,116702458,2005-01-11,SSP,PR,Isabelly Barbosa,3,cgarcia@example.net,(084) 8577-7023,+55 (66) 9 1243 1980,18266695,Vale Barbosa,92,,Savassi,Costa da Prata,PR,False,False,False,58
Davi Luiz Porto,DAVI LUIZ PORTO,,,1944-11-09,94230607148,,,,,João Felipe Monteiro,4,maya24@example.org,71 9424-2977,+55 (093) 92289 4963,97079-440,Setor Nicolas Souza,46,,Vila Aeroporto Jaraguá,Lopes das Pedras,RJ,False,False,False,58
Dra. Lunna Guerra,DRA. LUNNA GUERRA,,,2001-11-12,17391520691,367202222,2003-09-10,SSP,RJ,Noah Pinto,5,erickramos@example.net,0300-394-7967,+55 (05) 9 7478-9381,77263-363,Distrito Rodrigo Câmara,51,,Vila Madre Gertrudes 1ª Seção,Novais Paulista,MG,False,True,False,58
Nina Ferreira,NINA FERREIRA,,,1962-12-23,10539623202,143713693,2000-03-04,OAB,RS,Ana Beatriz Macedo,6,natalia92@example.com,(011) 0895-3489,+55 (35) 99598-7399,94059-156,Morro Carvalho,55,,Lajedo,Sampaio,RS,False,False,False,58
Rhavi Vargas,RHAVI VARGAS,,,2009-09-13,36959451507,374913016,2000-06-18,DETRAN,RJ,Otto Viana,4,pnovaes@example.com,41 1291 6244,+55 (34) 9 7346 3248,05555013,Residencial Lopes,10,,Ouro Minas,Nascimento,PR,False,False,False,58
Danilo Casa Grande,DANILO CASA GRANDE,,,2001-07-05,17093478808,763475943,1999-04-09,OAB,RJ,Pedro Miguel da Costa,5,anthony73@example.net,11 4306 1390,+55 (098) 94475 5840,63575-942,Conjunto Sales,2,,Paquetá,Farias de Rezende,RJ,True,False,False,58
Gabrielly Araújo,GABRIELLY ARAÚJO,,,1955-07-12,30859908950,905265389,2002-08-16,SSP,PR,Kaique Rocha,7,luisa88@example.org,(071) 1871 8980,+55 (61) 9 8460-9363,10424947,Parque Yuri Silva,6,,São João,Câmara das Flores,RJ,False,False,False,58
Lavínia Fonseca,LAVÍNIA FONSECA,,,2002-06-28,19877987910,258432525,1995-03-21,DETRAN,PR,Pedro Lucas Santos,6,matteo45@example.net,(011) 6118-0184,+55 (19) 98550 9815,76250795,Via Leão,95,,Floramar,Fernandes,MG,True,False,False,58
Isabela Albuquerque,ISABELA ALBUQUERQUE,,,1991-04-02,31416281576,340590225,2003-11-11,IFP,RS,Catarina Santos,2,mateuscardoso@example.org,+55 (071) 4127-9285,+55 05 9 4633 4121,22919-966,Sítio Porto,12,,Bandeirantes,Leão de Mendonça,MG,False,False,False,58
Dr. Pedro Lucas da Luz,DR. PEDRO LUCAS DA LUZ,,,2011-07-16,09554103638,862139751,2002-06-26,SSP,RS,Dr. Luigi Cassiano,3,hfarias@example.net,31 9521-6215,+55 91 93623-9163,61692-109,Colônia Marcelo Ramos,48,,Vila São Gabriel,Pastor de Andrade,MG,False,False,False,58
Júlia Fonseca,JÚLIA FONSECA,,,2010-03-15,11090224176,570705675,2000-02-04,DETRAN,PR,Cecília Sales,4,carolina37@example.org,31 9098 0594,+55 59 95124-1155,39841-956,Jardim Luiza Moraes,75,,Tupi A,Sales do Galho,PR,False,False,False,58
Ravi Garcia,RAVI GARCIA,,,1999-06-07,61417065176,562932142,2005-07-15,IFP,RJ,Dra. Maria Eduarda Teixeira,2,oliviacamargo@example.org,(081) 9579 9005,+55 (35) 9 1175-8911,72456257,Vila de Brito,35,,Trevo,Nascimento Verde,MG,False,True,False,58
Ísis Nogueira,ÍSIS NOGUEIRA,,,1998-10-09,86720393197,687521286,2003-02-19,SSP,SP,Aurora da Conceição,3,gustavo90@example.net,+55 (071) 3087-6030,+55 (72) 9 9268 6374,90110040,Estrada de Rios,53,,Senhor Dos Passos,Costela do Amparo,RS,True,False,False,58
Enzo Aparecida,ENZO APARECIDA,,,2007-06-13,25227403503,485575443,2001-02-12,DETRAN,RJ,Otávio Silveira,3,sofiarezende@example.org,(051) 4389-0549,+55 (25) 9 6916-7587,03415297,Esplanada Maria Eduarda da Mota,56,,Marmiteiros,Jesus,RJ,False,False,False,58
Pedro Rocha,PEDRO ROCHA,,,2007-07-07,84638808948,,,,,Benjamim Abreu,6,cirinoanna-liz@example.net,+55 11 5398-0146,+55 60 98859-8940,38680360,Estrada da Mota,18,,Candelaria,Moreira de da Mota,PR,False,False,False,58
Theodoro Viana,THEODORO VIANA,,,1947-05-22,80839902131,737061440,2000-04-13,OAB,RS,Gael Henrique Brito,5,omelo@example.net,81 5629 2550,+55 (087) 93976 7840,87520529,Favela Lorenzo Lima,25,,São Salvador,Martins,RS,False,True,False,58
Ágatha Nunes,ÁGATHA NUNES,,,1986-10-12,45706931801,501078138,1999-12-24,SSP,MG,Rodrigo Vasconcelos,4,jadeporto@example.net,(081) 0767 2250,+55 15 91131 8294,36701282,Largo de Marques,14,,Cidade Jardim Taquaril,Araújo,RS,False,False,False,58
Murilo Rocha,MURILO ROCHA,Pedro Miguel Cavalcanti,PEDRO MIGUEL CAVALCANTI,1956-04-04,34113853088,835804539,2003-07-29,IFP,RJ,Joaquim Fonseca,5,luiz-henrique97@example.com,0800 101 2064,+55 (17) 98783-8197,72596896,Fazenda de Leão,77,,Trevo,Fonseca Alegre,PR,True,False,False,58
Srta. Alice Siqueira,SRTA. ALICE SIQUEIRA,,,1959-02-12,50979095859,929296187,2005-11-20,SSP,MG,João Ribeiro,2,maria-fernandasilva@example.net,41 4927 8029,+55 (035) 98710-5079,24368-789,Setor Oliveira,32,,Santa Tereza,Carvalho,SP,False,False,False,58
João Felipe Barros,JOÃO FELIPE BARROS,,,1989-09-26,80544858670,225172120,1995-02-05,SSP,SP,Fernando Camargo,7,arthur-gabrielalbuquerque@example.com,+55 84 2749 9982,+55 49 91704-6022,20260135,Estrada Albuquerque,117,,Santa Lúcia,Melo,RJ,False,False,False,58
Milena Carvalho,MILENA CARVALHO,Dr. Diego da Conceição,DR. DIEGO DA CONCEIÇÃO,1946-09-17,69237140878,490949280,1997-05-19,SSP,MG,Gael Henrique Cassiano,2,mariada-costa@example.net,+55 84 3009 9264,+55 (63) 95101-2101,22323268,Aeroporto Maria Sophia Pacheco,45,,Conjunto Taquaril,Costa de Cassiano,RS,False,False,False,58
Levi Nogueira,LEVI NOGUEIRA,,,1963-08-14,18761291153,935093503,2004-11-26,IFP,RS,Vitor da Mota,4,nataliacavalcante@example.net,(051) 3043 4000,+55 02 9 1663 6860,09548363,Esplanada Farias,31,,Santa Cecilia,Camargo dos Dourados,MG,True,False,False,58
Luiz Henrique Machado,LUIZ HENRIQUE MACHADO,,,1946-06-01,61341097706,332027727,2001-09-07,DETRAN,SP,Sra. Maria Liz Aragão,4,aparecidajosue@example.org,(031) 9685 0397,+55 (078) 92955-7089,02265-213,Rua de Pires,45,,Aeroporto,Ramos,RS,False,False,False,58
Sr. Lucas Souza,SR. LUCAS SOUZA,Ana da Cruz,ANA DA CRUZ,1969-05-08,24755892481,309133659,2000-06-12,OAB,PR,Thiago Sousa,4,anthony98@example.net,+55 (084) 2572-3508,+55 (042) 91630 7834,21736953,Parque Macedo,236,,Vitoria Da Conquista,Melo,MG,False,False,False,58
Nathan Sales,NATHAN SALES,,,1959-02-20,54112327919,,,,,Rafaela Almeida,5,liamlima@example.net,11 6053-1687,+55 (10) 96057-8488,39839945,Recanto Martins,16,,Olaria,Andrade da Mata,SP,False,False,False,58
Sr. Dante Fonseca,SR. DANTE FONSECA,,,1996-02-02,24255516707,447883977,1997-01-10,OAB,PR,Amanda Santos,3,ufernandes@example.org,+55 (031) 9779 5104,+55 (22) 9 9797-9424,87952197,Avenida Maria Eduarda Sampaio,41,,Mineirão,Sousa do Campo,RJ,False,False,False,58
Ana Sophia Duarte,ANA SOPHIA DUARTE,,,1966-08-16,40053234804,109826320,2003-08-27,SSP,MG,Otávio Monteiro,6,allana60@example.net,(041) 4188-3314,+55 73 99677 2800,60708261,Praça da Mata,13,,Vila Puc,Casa Grande,RS,False,False,False,58
Carlos Eduardo Abreu,CARLOS EDUARDO ABREU,,,2001-07-05,33798959200,857675639,2001-10-15,IFP,SP,Olívia da Cunha,7,kamillypeixoto@example.org,71 6054 3547,+55 (10) 9 6771 1133,32971-538,Residencial da Conceição,137,,Cidade Nova,Castro Grande,RJ,False,False,False,58
Benício Sousa,BENÍCIO SOUSA,,,1947-10-27,70955909074,,,,,Kevin Farias,2,safrancisco@example.org,+55 51 7631 2184,+55 68 9 1854-1335,46488-771,Condomínio Fernando Costa,127,,Vila Antena,Siqueira,RJ,False,False,False,58
Maria Luiza da Paz,MARIA LUIZA DA PAZ,,,2003-02-25,21973457458,238647995,2005-01-29,DETRAN,RS,Clara Siqueira,6,leaostella@example.org,0800 179 9351,+55 (00) 96642-2220,86913-164,Viela de Nogueira,31,,Pantanal,Nunes de Minas,SP,False,False,False,58
Isabela Sousa,ISABELA SOUSA,,,2008-05-02,65008760408,354842366,1998-02-18,IFP,MG,João Peixoto,5,cda-mota@example.net,+55 (061) 4649-7371,+55 (064) 92710 8856,32698-210,Praia de Campos,6,,Barão Homem De Melo 1ª Seção,da Cunha de Minas,SP,True,False,False,58
Alícia Gonçalves,ALÍCIA GONÇALVES,,,1960-08-26,46601236500,,,,,Luan Pastor,3,lorena47@example.org,+55 71 3134 8323,+55 (13) 97538-4095,94755462,Lago de Vasconcelos,5,,Prado,Almeida,RS,False,False,False,58
Heitor Sales,HEITOR SALES,Sr. Igor Rios,SR. IGOR RIOS,1952-04-07,33025309270,,,,,Hellena Aparecida,4,vicentesilva@example.org,+55 (051) 2030-8171,+55 (89) 92191 1030,43228084,Lago de Castro,6,,Vila Maria,Alves,SP,False,True,False,58
Emanuella Casa Grande,EMANUELLA CASA GRANDE,,,1983-05-19,86285566216,,,,,Anthony Gabriel Aparecida,4,benicio92@example.com,(081) 0556 9732,+55 (39) 9 5588 1518,07253522,Favela Nathan Sampaio,237,,Mariquinhas,Novaes das Flores,SP,False,True,False,58
Ana Melo,ANA MELO,,,1955-09-15,28203960979,692976857,1998-11-14,IFP,SP,Sr. Gustavo Henrique Moraes,3,kabreu@example.org,+55 31 7291-1181,+55 77 9 5035-9461,37556-498,Trevo da Luz,2,,Taquaril,Rocha,MG,True,False,False,58
Oliver da Conceição,OLIVER DA CONCEIÇÃO,,,1973-05-10,58078220723,785855485,1995-10-14,IFP,RJ,Maysa Novaes,7,otavioporto@example.org,51 8900 9228,+55 (087) 90484-8251,74236463,Recanto Caldeira,45,,Conjunto Serra Verde,Castro das Flores,MG,False,False,False,58
Dr. Yuri Abreu,DR. YURI ABREU,,,1946-03-24,10432437398,717828875,2000-05-15,IFP,PR,Kamilly Abreu,4,pastorpietra@example.com,+55 41 4142 9252,+55 (78) 9 6604-2311,43075-092,Passarela Rael Pires,70,,Vila Antena Montanhês,Carvalho das Pedras,PR,False,False,False,58
Francisco Pimenta,FRANCISCO PIMENTA,,,1994-02-09,28151884061,450240850,2000-05-25,IFP,SP,Dra. Luara Pacheco,3,bruno05@example.org,+55 21 6342-4930,+55 (61) 9 2990-2102,23385-908,Largo Borges,14,,São Bento,Cardoso de Minas,MG,False,False,False,58
Enzo Gabriel Andrade,ENZO GABRIEL ANDRADE,,,1958-10-04,81590368924,553470417,1994-09-13,DETRAN,PR,Ana Nogueira,2,stephanypereira@example.net,+55 61 3941 2617,+55 (29) 90999 4837,46460131,Área Benicio Almeida,92,,Vila Da Luz,Oliveira das Pedras,RS,False,False,False,58
Kamilly Nogueira,KAMILLY NOGUEIRA,,,1989-07-02,28951087573,,,,,Mariane Monteiro,5,liviagomes@example.com,21 8269 7308,+55 12 95743-9558,43680683,Pátio Garcia,379,,Vila Do Pombal,Pimenta,PR,True,False,False,58
Emanuella Montenegro,EMANUELLA MONTENEGRO,,,1969-07-19,58977726654,634477803,1995-05-11,SSP,RS,Mathias Barros,7,viniciusnovaes@example.org,+55 71 4643-1521,+55 (048) 96737 0810,87827401,Fazenda Brito,262,,Granja Werneck,Gonçalves das Pedras,PR,False,False,False,58
Aylla da Luz,AYLLA DA LUZ,,,2006-10-06,81232104779,345129132,2002-09-20,OAB,SP,Maria Júlia Pinto,7,renan49@example.com,+55 71 5915-5817,+55 (058) 90093-4787,80366800,Sítio Heloísa Cassiano,96,,Juliana,Nunes de da Conceição,SP,False,False,False,58
Leonardo Nunes,LEONARDO NUNES,,,1952-06-26,04158441773,850496949,1995-06-28,IFP,RS,Enzo Lima,7,mendesenzo-gabriel@example.com,+55 31 1171 4430,+55 (027) 91993-8260,56851047,Viaduto de Borges,191,,São Luiz,Garcia,SP,False,False,False,58
Arthur Gabriel Cirino,ARTHUR GABRIEL CIRINO,,,1987-06-13,69284353050,,,,,Dra. Milena Barbosa,5,xalbuquerque@example.com,(071) 6244 2942,+55 (51) 95186 5072,49179740,Distrito da Costa,9,,Monsenhor Messias,Freitas,SP,False,False,False,58
José Pedro Machado,JOSÉ PEDRO MACHADO,,,1973-12-28,17896862700,450397554,2005-09-03,OAB,SP,Pedro Borges,5,asafe50@example.org,0500 160 4408,+55 (056) 97109 1485,67750082,Vila Júlia Mendes,22,,Conjunto Lagoa,Gonçalves,MG,False,False,False,58
Maria Isis Carvalho,MARIA ISIS CARVALHO,,,2012-02-14,14767053994,755508392,1999-06-12,IFP,MG,Maria Eduarda Abreu,3,clara93@example.org,+55 71 2987-2421,+55 (05) 9 7503-3344,07953-079,Morro João Felipe Jesus,41,,São Francisco,Cassiano,MG,False,False,False,58
Nicole Fogaça,NICOLE FOGAÇA,,,2011-03-26,01574977806,,,,,Aylla Lopes,2,rochavitor-hugo@example.com,+55 (061) 1000 4156,+55 (046) 97540-5404,10923-746,Esplanada de Moreira,343,,Cdi Jatoba,da Paz,RJ,False,False,False,58
Ana Cecília Pacheco,ANA CECÍLIA PACHECO,,,1946-05-07,70646212400,447004281,2001-10-20,OAB,RJ,José Pedro Marques,7,vasconcelosfrancisco@example.org,(041) 3215-7955,+55 (23) 90902 9473,51408968,Esplanada Caldeira,151,,Novo Das Industrias,da Rosa,RJ,False,False,False,58
Gabriela Dias,GABRIELA DIAS,Maria Laura Câmara,MARIA LAURA CÂMARA,1977-12-10,24637479274,312020152,2000-09-11,OAB,RS,Sra. Gabriela Ramos,5,zoepereira@example.org,(011) 5791 0867,+55 93 97688 2688,16226445,Vereda Sophie Duarte,71,,Pousada Santo Antonio,Duarte do Galho,RJ,False,False,False,58
Pedro Lucas Pires,PEDRO LUCAS PIRES,,,1992-10-27,04328307584,,,,,Luna Souza,3,maria-eduardacamara@example.com,21 9275-1292,+55 (32) 9 9081-6224,68122-542,Área Silveira,86,,Conjunto Jatoba,Alves do Norte,SP,False,False,False,58
Eloah Santos,ELOAH SANTOS,,,1965-02-28,70156706237,141343160,2003-08-28,IFP,SP,Daniela Viana,5,da-rosathiago@example.net,+55 51 6406 5462,+55 61 99563-9685,13162-469,Praça de Gomes,28,,Pilar,Dias da Prata,RS,False,False,False,58
Maria Laura Santos,MARIA LAURA SANTOS,Srta. Daniela Fogaça,SRTA. DANIELA FOGAÇA,1950-07-21,76198351807,,,,,Marina das Neves,2,kcardoso@example.net,+55 (084) 2993 3537,+55 (96) 9 3277 5074,27074-595,Distrito Isadora Ramos,69,,Dona Clara,da Rocha de Fonseca,MG,False,False,False,58
Bryan Silveira,BRYAN SILVEIRA,,,1987-08-13,48811805848,820031315,1996-07-19,IFP,RJ,Dra. Mariana Leão,5,freitasryan@example.net,(061) 6072-4615,+55 45 9 7427 0314,65839629,Núcleo de Leão,6,,Leonina,Rios,MG,False,False,False,58
Luara Fernandes,LUARA FERNANDES,,,1980-12-31,38048049007,958495819,1999-03-07,OAB,RJ,Ana Sophia Ferreira,3,allana27@example.net,0500 944 5477,+55 80 9 7815-5482,09247-594,Sítio Ferreira,58,,Túnel De Ibirité,Aparecida Verde,RJ,False,False,False,58
Srta. Laura da Luz,SRTA. LAURA DA LUZ,,,1977-07-10,94950658956,629623207,2000-01-05,OAB,PR,Diogo Carvalho,3,wrezende@example.com,31 4135 8788,+55 (53) 9 3163 4092,60640-512,Rua José Machado,794,,Ouro Preto,Correia das Pedras,RJ,False,False,False,58
Dra. Melina Freitas,DRA. MELINA FREITAS,,,1958-09-15,40678120277,349216873,2000-07-03,DETRAN,SP,Dra. Marina Cirino,4,aragaogael@example.com,0500 582 4963,+55 (28) 9 5083-1949,78859-417,Avenida Giovanna Cassiano,38,,Alto Dos Pinheiros,Sampaio,PR,False,False,False,58
Bella da Conceição,BELLA DA CONCEIÇÃO,Raul Correia,RAUL CORREIA,1965-10-08,62563944457,276385462,2000-09-22,DETRAN,SP,José Ribeiro,4,kcasa-grande@example.com,+55 71 3687-5421,+55 (93) 9 3391-5084,08469059,Vale Cecília Cardoso,23,,Coqueiros,Novaes dos Dourados,PR,False,False,False,58
Esther Montenegro,ESTHER MONTENEGRO,,,1970-02-23,23343168572,,,,,Marcela Cavalcanti,5,manuelladias@example.net,+55 71 7021 5605,+55 (72) 9 2847 3380,46946-878,Pátio Dias,657,,Vila Paris,da Conceição,RJ,True,False,False,58
Anna Liz da Cruz,ANNA LIZ DA CRUZ,Vitor Hugo Leão,VITOR HUGO LEÃO,1966-08-02,81223147401,,,,,Sra. Lara Moraes,6,fogacaandre@example.org,+55 71 9560 5115,+55 81 99154-5281,90995575,Lago Emanuella Abreu,77,,Vila Copacabana,Vargas,PR,False,False,False,58
Esther Nascimento,ESTHER NASCIMENTO,,,2001-10-06,40348754612,,,,,Sr. Mathias Mendes,5,rael33@example.com,0800-412-6898,+55 (036) 90998-5347,23937-293,Rua Pietro Rocha,19,,Tres Marias,Nunes,RS,False,False,False,58
Sophia Borges,SOPHIA BORGES,,,1967-01-31,14766229908,225088428,1995-09-10,IFP,RS,Diogo Rezende,7,andradebianca@example.org,(021) 1849 4350,+55 (76) 9 9147 5946,01217-946,Campo de Cavalcanti,6,,Teixeira Dias,Silva das Flores,RS,True,False,False,58
Levi da Luz,LEVI DA LUZ,,,1960-09-22,37162871054,,,,,Otto Porto,6,qmelo@example.org,(081) 4189 7448,+55 (15) 94908 8929,72659-128,Morro da Conceição,3,,Céu Azul,Silva Alegre,PR,False,False,False,58
Dr. Luiz Fernando da Conceição,DR. LUIZ FERNANDO DA CONCEIÇÃO,,,1998-09-19,89080064602,187326281,2002-03-02,IFP,RS,Vitor Hugo Santos,5,lunagomes@example.com,71 5423 6869,+55 (27) 9 5131-1937,93163-234,Avenida Rodrigues,64,,Conjunto Providencia,Porto de Goiás,RS,False,False,False,58
Ana Laura Fogaça,ANA LAURA FOGAÇA,,,1967-09-20,46450544570,512613777,2003-12-23,SSP,PR,Raul Montenegro,4,ibrito@example.com,41 4704-9019,+55 15 97728-6814,20057-629,Viaduto Lima,83,,Etelvina Carneiro,Rodrigues Alegre,MG,False,False,False,58
Davi Luiz Cunha,DAVI LUIZ CUNHA,,,1982-02-23,79797883469,,,,,Marcos Vinicius Santos,6,lalves@example.com,+55 21 4222 2085,+55 53 96422 8658,25656700,Vereda Monteiro,70,,Floresta,da Cunha,SP,False,False,False,58
Maria Cirino,MARIA CIRINO,,,1963-02-12,78991977081,,,,,Ryan Albuquerque,2,thomas92@example.org,+55 61 1150 0790,+55 71 9 1899 5342,11195-992,Estrada Sampaio,15,,Corumbiara,Casa Grande,RJ,False,False,False,58
Natália Fernandes,NATÁLIA FERNANDES,Sofia Carvalho,SOFIA CARVALHO,1978-04-30,47035338047,571046925,1997-08-01,DETRAN,RJ,Isabelly Albuquerque,5,nicole14@example.org,(084) 8288 7540,+55 (23) 97586 9514,04505860,Pátio Souza,98,,Belmonte,Pastor do Campo,MG,False,False,False,58
Ana Beatriz Macedo,ANA BEATRIZ MACEDO,,,1953-07-30,70292474695,,,,,Luna Silveira,4,marcos-viniciusda-paz@example.org,(061) 7745 4199,+55 (009) 96865-2972,26484-239,Rodovia de Teixeira,6,,Pindorama,Sales,SP,False,False,False,58
Daniela Siqueira,DANIELA SIQUEIRA,,,1995-08-24,90678156328,974411640,2001-08-08,SSP,PR,Sr. Paulo Cassiano,7,mayada-paz@example.net,+55 (031) 1869-2502,+55 (69) 9 3396-5136,27744683,Trevo de Pimenta,902,,Barroca,Fonseca,SP,False,False,False,58
Luan Novaes,LUAN NOVAES,,,2006-12-20,68620906828,173974975,2003-07-10,SSP,MG,Bernardo Cavalcanti,3,kborges@example.com,+55 81 1588 7029,+55 08 9 9735 6571,87671568,Alameda de Vasconcelos,47,,Jardim Do Vale,Moura de Nogueira,SP,False,False,False,58
Dom Ribeiro,DOM RIBEIRO,,,1949-03-08,77853610297,,,,,Joana da Mata,7,jose41@example.com,84 3181 5836,+55 (58) 9 9523 1215,60402-692,Rua de Lopes,3,,Califórnia,Jesus do Sul,MG,False,False,False,58
Luiz Fernando Carvalho,LUIZ FERNANDO CARVALHO,Luan Cardoso,LUAN CARDOSO,1953-05-26,74841460217,210186647,2001-03-07,IFP,MG,Oliver Sales,6,pedro-henriqueguerra@example.net,(051) 5213 7898,+55 00 9 4053-6966,21965-395,Conjunto Pinto,3,,São Lucas,Casa Grande de das Neves,MG,False,False,False,58
Luiz Felipe Pastor,LUIZ FELIPE PASTOR,,,1973-08-19,09860665915,622079713,1995-08-13,SSP,MG,Marcela Fernandes,2,da-cunhanatalia@example.net,+55 61 8932-4372,+55 93 9 5165-1466,36670-826,Trecho de Barros,562,,Heliopolis,Araújo,RJ,True,False,False,58
Srta. Gabrielly Peixoto,SRTA. GABRIELLY PEIXOTO,,,1971-01-04,69156221010,954419323,1997-01-15,SSP,RS,Dr. João Lucas Porto,5,da-cruzana-julia@example.org,21 7481 9817,+55 51 9 0127-2555,20365944,Trecho Viana,788,,Paraíso,Albuquerque,RS,False,False,False,58
Guilherme Sá,GUILHERME SÁ,,,2002-07-22,75761330237,,,,,Sra. Luísa da Mota,7,wda-rosa@example.com,0500 411 3381,+55 (079) 98906-5699,94942475,Setor de Rodrigues,57,,Apolonia,Mendes,SP,False,False,False,58
Marcela Monteiro,MARCELA MONTEIRO,,,2000-08-12,98674688640,997672630,1999-09-23,IFP,MG,Sra. Letícia Camargo,6,pedro-miguel82@example.net,+55 81 2939 9369,+55 66 9 3998-2466,30856334,Loteamento da Conceição,75,,João Pinheiro,Barros de Goiás,PR,False,True,False,58
Luigi Moraes,LUIGI MORAES,,,1984-06-05,76962168560,354427689,1996-05-08,IFP,SP,Natália Sampaio,6,vianamelina@example.net,+55 (061) 5402-2823,+55 (029) 93434 2958,33505693,Lagoa Silveira,40,,Cdi Jatoba,Oliveira do Galho,SP,False,False,False,58
Luiz Henrique Garcia,LUIZ HENRIQUE GARCIA,Leonardo da Luz,LEONARDO DA LUZ,1978-11-14,46647093826,426082318,2003-07-19,OAB,RS,Marcos Vinicius Azevedo,6,evelyn87@example.org,+55 (031) 5909 8141,+55 34 99364 0834,43583-875,Viaduto Teixeira,1,,Madre Gertrudes,Monteiro,MG,True,False,False,58
Dr. Marcelo Pinto,DR. MARCELO PINTO,,,2005-09-17,37021451253,245354031,2005-04-24,IFP,RS,Raul Carvalho,3,fonsecaana-liz@example.net,0900-510-5564,+55 00 9 5456 1689,14619-425,Quadra Cardoso,9,,Monte Azul,Santos do Amparo,MG,False,False,False,58
Maria Julia Novais,MARIA JULIA NOVAIS,,,1995-03-18,32116818176,593046515,1996-01-19,SSP,SP,Stephany da Costa,6,hadassanunes@example.com,+55 81 1376-0214,+55 48 98522 4186,14663213,Via Felipe Freitas,925,,Granja Werneck,Mendonça de Cirino,SP,True,False,False,58
Sr. Caleb Mendes,SR. CALEB MENDES,,,2000-12-26,23866140266,914264743,2006-02-25,OAB,RS,Ana Laura Albuquerque,2,vpinto@example.net,+55 (051) 5610 1986,+55 (19) 99287 5350,41024-327,Rodovia de Câmara,54,,Nazare,Martins,RJ,False,False,False,58
Bianca Pimenta,BIANCA PIMENTA,,,1945-06-25,72872235469,557454805,1998-06-09,IFP,RS,Sra. Clarice Cunha,3,gabrielly38@example.org,+55 71 2296 4841,+55 06 94359-5005,37244-994,Loteamento Levi Porto,138,,Alta Tensão 2ª Seção,Fogaça,SP,False,False,False,58
Luiza Cunha,LUIZA CUNHA,,,2011-09-18,58332582601,,,,,Marcela Rocha,5,isisguerra@example.org,51 7024 5362,+55 81 97788 3552,79578760,Lagoa de Moraes,672,,Olaria,Novaes de Castro,MG,False,False,False,58
Ana Lívia Lopes,ANA LÍVIA LOPES,,,1947-07-13,10612403203,118749917,2000-10-21,DETRAN,SP,Maitê Marques,2,beniciorodrigues@example.net,(071) 0973-4759,+55 (19) 9 0958 2639,15840-506,Conjunto de Cunha,38,,Novo São Lucas,Fonseca,RJ,False,True,False,58
